;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;Amundi ETF;;;;;
;;;;;;
;NAV STORICHE;;;;;
;;;;;;
;Nome del fondo;Amundi Stoxx Europe 600 UCITS ETF Acc;;;;
;Codice ISIN;LU0908500753;;;;
;Indice;STOXX Europe 600 (Net Return) EUR;;;;
;Metodologia di Replica;Physical;;;;
;Valuta di riferimento;EUR;;;;
;;;;;;
;Data di fusione;08/02/2024;;;;
;Data di aggiornamento;22/05/2025;;;;
;;;;;;
;Data di inizio periodo;03/04/2013;;;;
;Data di fine periodo;22/05/2025;;;;
;;;;;;
;Dati ritenuti esatti al 22/05/2025. Si prega di fare riferimento al sito per le ultime informazioni diponibili.;;;;;
;;;;;;
;Si ricorda che i rendimenti passati non sono indicativi né costituiscono una garanzia di risultati futuri. Eventuali guadagni o perdite non tengono conto delle spese, delle commissioni e dei potenziali oneri a carico dell'investitore (quali imposte, commissioni di negoziazione o di altro tipo prelevate dall'intermediario finanziario, etc.).;;;;;
;;;;;;
;Data;NAV ufficiale;Attivi in gestione (mln);;;
;15/04/2019; 155.05;992970 616.51;;;
;12/04/2019; 154.71;990813 271.11;;;
;11/04/2019; 154.44;988995 153.68;;;
;10/04/2019; 154.27;987914 780.33;;;
;09/04/2019; 153.85;985263 562.72;;;
;08/04/2019; 154.57;989827 603.26;;;
;05/04/2019; 154.83;991528 157.69;;;
;04/04/2019; 154.64;990239 508.88;;;
;03/04/2019; 154.96;992242 564.12;;;
;02/04/2019; 153.40;982307 955.03;;;
;01/04/2019; 152.86;978787 243.27;;;
;29/03/2019; 151.02;967112 551.82;;;
;28/03/2019; 150.02;960644 072.70;;;
;27/03/2019; 150.14;961397 279.22;;;
;26/03/2019; 150.07;960909 651.79;;;
;25/03/2019; 148.91;953586 022.77;;;
;22/03/2019; 149.59;957890 193.37;;;
;21/03/2019; 151.42;969754 991.20;;;
;20/03/2019; 151.44;969835 881.12;;;
;19/03/2019; 152.81;978609 555.42;;;
;18/03/2019; 151.90;972799 098.44;;;
;15/03/2019; 151.49;970153 259.70;;;
;14/03/2019; 150.47;963568 907.00;;;
;13/03/2019; 149.28;956001 249.93;;;
;12/03/2019; 148.34;950066 935.80;;;
;11/03/2019; 148.43;950604 161.59;;;
;08/03/2019; 147.28;943265 740.26;;;
;07/03/2019; 148.60;951660 427.38;;;
;06/03/2019; 149.08;957138 733.53;;;
;05/03/2019; 149.14;957533 547.50;;;
;04/03/2019; 148.92;956110 478.81;;;
;01/03/2019; 148.48;953332 377.49;;;
;28/02/2019; 147.92;949639 152.61;;;
;27/02/2019; 147.75;948536 219.75;;;
;26/02/2019; 148.17;951282 865.52;;;
;25/02/2019; 147.59;947641 742.73;;;
;22/02/2019; 147.21;945242 845.54;;;
;21/02/2019; 146.89;943174 336.06;;;
;20/02/2019; 147.20;945148 367.13;;;
;19/02/2019; 146.21;938817 821.56;;;
;18/02/2019; 146.53;940885 326.90;;;
;15/02/2019; 146.19;1438901 804.01;;;
;14/02/2019; 144.15;1418912 408.04;;;
;13/02/2019; 144.54;1422625 607.89;;;
;12/02/2019; 143.67;1414076 797.25;;;
;11/02/2019; 143.00;1407532 576.50;;;
;08/02/2019; 141.80;1395666 145.99;;;
;07/02/2019; 142.59;1403476 839.17;;;
;06/02/2019; 144.75;1424712 689.57;;;
;05/02/2019; 144.54;1422722 051.22;;;
;04/02/2019; 142.54;1413416 456.52;;;
;01/02/2019; 142.45;1412576 887.49;;;
;31/01/2019; 142.04;1408471 345.67;;;
;30/01/2019; 141.92;1411584 139.26;;;
;29/01/2019; 141.39;1406282 266.54;;;
;28/01/2019; 140.27;1395062 434.79;;;
;25/01/2019; 141.64;1479509 003.49;;;
;24/01/2019; 140.78;1470542 748.11;;;
;23/01/2019; 140.47;1530496 145.20;;;
;22/01/2019; 140.54;1531356 951.36;;;
;21/01/2019; 141.04;1536840 350.24;;;
;18/01/2019; 141.30;1539624 203.12;;;
;17/01/2019; 138.80;1511364 018.54;;;
;16/01/2019; 138.72;1510550 268.88;;;
;15/01/2019; 137.97;1502461 659.39;;;
;14/01/2019; 137.49;1497136 353.47;;;
;11/01/2019; 138.15;1504449 418.00;;;
;10/01/2019; 138.02;1503081 211.32;;;
;09/01/2019; 137.56;1498024 803.26;;;
;08/01/2019; 136.81;1489882 328.32;;;
;07/01/2019; 135.63;1477052 777.12;;;
;04/01/2019; 135.83;1479209 276.22;;;
;03/01/2019; 132.09;1438558 735.96;;;
;02/01/2019; 133.39;1452664 269.59;;;
;31/12/2018; 133.57;1454515 321.05;;;
;28/12/2018; 133.01;1448487 649.19;;;
;27/12/2018; 130.37;1402764 695.09;;;
;24/12/2018; 132.58;1426473 815.12;;;
;21/12/2018; 133.13;1432426 746.69;;;
;20/12/2018; 133.10;1432051 715.38;;;
;19/12/2018; 135.05;1453063 477.10;;;
;18/12/2018; 134.63;1448513 704.82;;;
;17/12/2018; 135.69;1459899 294.49;;;
;14/12/2018; 137.24;1476602 835.94;;;
;13/12/2018; 138.12;1486033 132.27;;;
;12/12/2018; 138.34;1488456 082.74;;;
;11/12/2018; 136.04;1463960 263.16;;;
;10/12/2018; 133.99;1441797 743.28;;;
;07/12/2018; 136.55;1469201 496.20;;;
;06/12/2018; 135.70;1460048 310.21;;;
;05/12/2018; 140.02;1499833 475.14;;;
;04/12/2018; 141.67;1517461 974.07;;;
;03/12/2018; 142.73;1528824 442.54;;;
;30/11/2018; 141.27;1517429 320.99;;;
;29/11/2018; 141.51;1520014 221.41;;;
;28/11/2018; 141.22;1516882 902.35;;;
;27/11/2018; 141.22;1516856 917.43;;;
;26/11/2018; 141.58;1520670 352.76;;;
;23/11/2018; 139.85;1502205 212.75;;;
;22/11/2018; 139.30;1496215 139.17;;;
;21/11/2018; 140.23;1506283 778.40;;;
;20/11/2018; 138.64;1489213 903.78;;;
;19/11/2018; 140.24;1506371 503.50;;;
;16/11/2018; 141.26;1517300 030.41;;;
;15/11/2018; 141.54;1520328 609.39;;;
;14/11/2018; 143.01;1535947 635.35;;;
;13/11/2018; 143.87;1545103 679.08;;;
;12/11/2018; 142.91;1534899 282.61;;;
;09/11/2018; 144.37;1550539 219.31;;;
;08/11/2018; 144.89;1556154 485.89;;;
;07/11/2018; 144.58;1552873 569.50;;;
;06/11/2018; 143.07;1536575 030.45;;;
;05/11/2018; 143.43;1540522 400.23;;;
;02/11/2018; 143.65;1542952 209.84;;;
;01/11/2018; 143.26;1538744 445.24;;;
;31/10/2018; 142.65;1530946 473.55;;;
;30/10/2018; 140.25;1505193 660.35;;;
;29/10/2018; 140.24;1505094 162.98;;;
;26/10/2018; 138.99;1491636 615.14;;;
;25/10/2018; 140.07;1503215 719.97;;;
;24/10/2018; 139.35;1495448 995.83;;;
;23/10/2018; 139.66;1497782 339.76;;;
;22/10/2018; 141.90;1521857 200.67;;;
;19/10/2018; 142.49;1527038 660.33;;;
;18/10/2018; 142.66;1522599 295.03;;;
;17/10/2018; 143.37;1530233 184.66;;;
;16/10/2018; 143.94;1536280 367.17;;;
;15/10/2018; 141.70;1512421 136.64;;;
;12/10/2018; 141.56;1510922 636.69;;;
;11/10/2018; 141.83;1503878 379.58;;;
;10/10/2018; 144.67;1530740 848.42;;;
;09/10/2018; 147.02;1555619 698.91;;;
;08/10/2018; 146.73;1552580 099.64;;;
;05/10/2018; 148.37;1569992 833.75;;;
;04/10/2018; 149.66;1574096 910.57;;;
;03/10/2018; 151.25;1590876 134.77;;;
;02/10/2018; 150.51;1580089 372.52;;;
;01/10/2018; 151.29;1588346 083.79;;;
;28/09/2018; 150.99;1585176 315.90;;;
;27/09/2018; 152.25;1598418 335.86;;;
;26/09/2018; 151.72;1582693 183.64;;;
;25/09/2018; 151.26;1573656 704.63;;;
;24/09/2018; 150.54;1565159 457.96;;;
;21/09/2018; 151.37;1573769 080.72;;;
;20/09/2018; 150.72;1564953 169.53;;;
;19/09/2018; 149.67;1552843 400.07;;;
;18/09/2018; 149.16;1547586 290.45;;;
;17/09/2018; 149.00;1543535 615.19;;;
;14/09/2018; 148.82;1513466 142.79;;;
;13/09/2018; 148.29;1508145 887.12;;;
;12/09/2018; 148.51;1510368 232.09;;;
;11/09/2018; 147.81;1490395 701.59;;;
;10/09/2018; 147.89;1491232 115.03;;;
;07/09/2018; 147.21;1479897 024.44;;;
;06/09/2018; 147.09;1478765 316.08;;;
;05/09/2018; 147.90;1486936 028.97;;;
;04/09/2018; 149.54;1503401 011.60;;;
;03/09/2018; 150.59;1513986 205.18;;;
;31/08/2018; 150.49;1512990 224.36;;;
;30/08/2018; 151.71;1524255 539.21;;;
;29/08/2018; 152.18;1529071 276.14;;;
;28/08/2018; 151.74;1524731 340.67;;;
;27/08/2018; 151.78;1525138 777.35;;;
;24/08/2018; 150.99;1517177 270.57;;;
;23/08/2018; 150.92;1512371 648.69;;;
;22/08/2018; 151.15;1514647 295.20;;;
;21/08/2018; 151.20;1515175 271.37;;;
;20/08/2018; 150.84;1511513 728.99;;;
;17/08/2018; 149.98;1502906 002.37;;;
;16/08/2018; 150.12;1503278 286.16;;;
;15/08/2018; 149.34;1495404 839.11;;;
;14/08/2018; 151.40;1516050 369.34;;;
;13/08/2018; 151.40;1516036 446.14;;;
;10/08/2018; 151.77;1499507 856.86;;;
;09/08/2018; 153.41;1512243 433.81;;;
;08/08/2018; 153.09;1509057 721.79;;;
;07/08/2018; 153.41;1501950 915.84;;;
;06/08/2018; 152.68;1435082 126.39;;;
;03/08/2018; 152.87;1436774 726.55;;;
;02/08/2018; 151.88;1408435 190.93;;;
;01/08/2018; 153.10;1419810 500.81;;;
;31/07/2018; 153.80;1423954 161.26;;;
;30/07/2018; 153.53;1399934 567.14;;;
;27/07/2018; 153.96;1394216 895.02;;;
;26/07/2018; 153.35;1388683 027.03;;;
;25/07/2018; 152.01;1379423 338.01;;;
;24/07/2018; 152.41;1380962 230.51;;;
;23/07/2018; 151.11;1369218 042.85;;;
;20/07/2018; 151.39;1371760 947.74;;;
;19/07/2018; 151.61;1380861 203.40;;;
;18/07/2018; 151.95;1383994 833.19;;;
;17/07/2018; 151.14;1374271 417.86;;;
;16/07/2018; 150.77;1370929 097.05;;;
;13/07/2018; 151.16;1374442 105.62;;;
;12/07/2018; 150.90;1371903 768.84;;;
;11/07/2018; 149.73;1359140 226.57;;;
;10/07/2018; 151.63;1376352 915.76;;;
;09/07/2018; 150.98;1370489 015.02;;;
;06/07/2018; 150.08;1362313 482.67;;;
;05/07/2018; 149.78;1357338 079.10;;;
;04/07/2018; 149.17;1351737 698.14;;;
;03/07/2018; 149.07;1350905 089.71;;;
;02/07/2018; 147.86;1339969 171.05;;;
;29/06/2018; 149.11;1351292 365.81;;;
;28/06/2018; 147.91;1339272 969.91;;;
;27/06/2018; 149.08;1349817 977.80;;;
;26/06/2018; 148.01;1339080 799.86;;;
;25/06/2018; 147.97;1338784 473.16;;;
;22/06/2018; 151.05;1366556 785.92;;;
;21/06/2018; 149.41;1351712 325.39;;;
;20/06/2018; 150.73;1348693 852.93;;;
;19/06/2018; 150.30;1330292 432.09;;;
;18/06/2018; 151.36;1339674 357.29;;;
;15/06/2018; 152.59;1350518 476.79;;;
;14/06/2018; 154.13;1358111 544.23;;;
;13/06/2018; 152.22;1341351 966.30;;;
;12/06/2018; 151.93;1338794 537.26;;;
;11/06/2018; 152.08;1289896 229.70;;;
;08/06/2018; 150.94;1280162 533.07;;;
;07/06/2018; 151.26;1280075 173.92;;;
;06/06/2018; 151.55;1282547 397.61;;;
;05/06/2018; 151.55;1282468 747.82;;;
;04/06/2018; 152.02;1286441 010.53;;;
;01/06/2018; 151.52;1280667 156.79;;;
;31/05/2018; 150.01;1267855 481.99;;;
;30/05/2018; 150.91;1271671 044.48;;;
;29/05/2018; 150.41;1267464 926.82;;;
;28/05/2018; 152.48;1284941 448.56;;;
;25/05/2018; 152.85;1285954 489.50;;;
;24/05/2018; 152.63;1284100 556.92;;;
;23/05/2018; 153.39;1290546 299.69;;;
;22/05/2018; 155.10;1302958 040.81;;;
;21/05/2018; 154.63;1299011 741.74;;;
;18/05/2018; 154.07;1296796 693.72;;;
;17/05/2018; 154.40;1299624 049.20;;;
;16/05/2018; 153.34;1290648 478.40;;;
;15/05/2018; 152.99;1286821 325.02;;;
;14/05/2018; 152.92;1284204 730.27;;;
;11/05/2018; 152.97;1284614 759.54;;;
;10/05/2018; 152.71;1282459 710.90;;;
;09/05/2018; 152.72;1281489 163.46;;;
;08/05/2018; 151.75;1273370 844.99;;;
;07/05/2018; 151.54;1271656 347.45;;;
;04/05/2018; 150.48;1260558 971.70;;;
;03/05/2018; 149.47;1252101 181.29;;;
;02/05/2018; 150.47;1260510 801.16;;;
;30/04/2018; 149.60;1253201 651.07;;;
;27/04/2018; 149.29;1250543 667.80;;;
;26/04/2018; 148.89;1247165 538.67;;;
;25/04/2018; 147.40;1234701 223.65;;;
;24/04/2018; 148.42;1243292 496.99;;;
;23/04/2018; 148.42;1243236 930.92;;;
;20/04/2018; 147.87;1237603 459.33;;;
;19/04/2018; 147.87;1237589 938.98;;;
;18/04/2018; 147.77;1236731 894.37;;;
;17/04/2018; 147.34;1233132 635.77;;;
;16/04/2018; 146.14;1220589 564.51;;;
;13/04/2018; 146.61;1224532 242.56;;;
;12/04/2018; 146.44;1202517 382.95;;;
;11/04/2018; 145.38;1193890 610.25;;;
;10/04/2018; 146.24;1194965 356.28;;;
;09/04/2018; 145.02;1185034 435.17;;;
;06/04/2018; 144.84;1183523 174.70;;;
;05/04/2018; 145.21;1186625 266.41;;;
;04/04/2018; 141.77;1153512 009.95;;;
;03/04/2018; 142.42;1149564 005.26;;;
;29/03/2018; 143.11;1155167 337.44;;;
;28/03/2018; 142.46;1149861 841.59;;;
;27/03/2018; 141.79;1143500 731.09;;;
;26/03/2018; 140.08;1129678 283.24;;;
;23/03/2018; 141.10;1137835 141.76;;;
;22/03/2018; 142.35;1147907 687.74;;;
;21/03/2018; 144.53;1163481 515.50;;;
;20/03/2018; 144.76;1165367 602.46;;;
;19/03/2018; 144.04;1158541 299.52;;;
;16/03/2018; 145.56;1170812 144.72;;;
;15/03/2018; 145.19;1166829 597.57;;;
;14/03/2018; 144.37;1160234 401.91;;;
;13/03/2018; 144.57;1161913 112.10;;;
;12/03/2018; 146.00;1170453 364.83;;;
;09/03/2018; 145.64;1167532 537.10;;;
;08/03/2018; 145.01;1154380 630.02;;;
;07/03/2018; 143.46;1119261 418.69;;;
;06/03/2018; 142.94;1115217 929.37;;;
;05/03/2018; 142.68;1113143 829.87;;;
;02/03/2018; 141.21;1101678 055.93;;;
;01/03/2018; 144.22;1125109 694.50;;;
;28/02/2018; 146.01;1137938 149.44;;;
;27/02/2018; 147.06;1146082 788.83;;;
;26/02/2018; 147.32;1148094 462.02;;;
;23/02/2018; 146.59;1132646 494.11;;;
;22/02/2018; 146.27;1129103 607.53;;;
;21/02/2018; 146.45;1130502 905.38;;;
;20/02/2018; 146.22;1121495 469.14;;;
;19/02/2018; 145.35;1114824 777.63;;;
;16/02/2018; 146.26;1048543 475.80;;;
;15/02/2018; 144.68;1022461 092.87;;;
;14/02/2018; 143.81;1014652 921.90;;;
;13/02/2018; 142.29;926072 438.63;;;
;12/02/2018; 143.19;931906 952.03;;;
;09/02/2018; 141.54;921132 687.93;;;
;08/02/2018; 143.61;934598 395.17;;;
;07/02/2018; 145.96;949909 359.10;;;
;06/02/2018; 143.14;931553 288.77;;;
;05/02/2018; 146.67;954582 809.50;;;
;02/02/2018; 149.00;956488 799.15;;;
;01/02/2018; 151.08;968830 439.59;;;
;31/01/2018; 151.79;972338 727.00;;;
;30/01/2018; 152.04;974002 486.29;;;
;29/01/2018; 153.44;979919 630.93;;;
;26/01/2018; 153.73;981809 114.70;;;
;25/01/2018; 152.96;976871 811.72;;;
;24/01/2018; 153.81;982326 697.66;;;
;23/01/2018; 154.59;987319 045.76;;;
;22/01/2018; 154.32;979747 037.26;;;
;19/01/2018; 153.84;976701 749.20;;;
;18/01/2018; 153.01;971463 689.33;;;
;17/01/2018; 152.70;968529 700.52;;;
;16/01/2018; 152.85;969462 589.36;;;
;15/01/2018; 152.65;968237 089.93;;;
;12/01/2018; 152.90;969792 295.49;;;
;11/01/2018; 152.43;966819 720.32;;;
;10/01/2018; 152.93;969971 115.90;;;
;09/01/2018; 153.51;973632 610.44;;;
;08/01/2018; 152.86;968470 062.66;;;
;05/01/2018; 152.45;964923 663.58;;;
;04/01/2018; 151.04;946658 725.25;;;
;03/01/2018; 149.71;938316 374.91;;;
;02/01/2018; 148.99;933795 674.99;;;
;29/12/2017; 149.31;935796 609.39;;;
;28/12/2017; 149.45;936666 552.74;;;
;27/12/2017; 149.80;934924 338.27;;;
;22/12/2017; 149.70;934277 611.32;;;
;21/12/2017; 149.86;906013 508.80;;;
;20/12/2017; 148.96;898291 539.04;;;
;19/12/2017; 149.98;902917 857.61;;;
;18/12/2017; 150.58;906484 570.75;;;
;15/12/2017; 148.86;896141 880.26;;;
;14/12/2017; 149.13;897768 631.45;;;
;13/12/2017; 149.82;897186 108.50;;;
;12/12/2017; 150.17;898400 506.60;;;
;11/12/2017; 149.17;892425 127.05;;;
;08/12/2017; 149.25;892857 352.30;;;
;07/12/2017; 148.15;886312 013.19;;;
;06/12/2017; 148.11;886047 171.29;;;
;05/12/2017; 148.26;869919 912.53;;;
;04/12/2017; 148.52;866562 086.79;;;
;01/12/2017; 147.19;858754 434.43;;;
;30/11/2017; 148.23;864836 887.80;;;
;29/11/2017; 148.70;853061 740.68;;;
;28/11/2017; 148.34;851089 155.53;;;
;27/11/2017; 147.52;846348 453.54;;;
;24/11/2017; 148.20;840290 687.80;;;
;23/11/2017; 148.39;841341 704.01;;;
;22/11/2017; 148.33;840984 958.93;;;
;21/11/2017; 148.72;842231 393.54;;;
;20/11/2017; 148.07;838511 337.81;;;
;17/11/2017; 147.06;832865 229.67;;;
;16/11/2017; 147.49;835292 078.90;;;
;15/11/2017; 146.31;828649 645.93;;;
;14/11/2017; 147.03;832734 606.91;;;
;13/11/2017; 147.89;836514 788.20;;;
;10/11/2017; 148.86;504791 010.39;;;
;09/11/2017; 149.39;506600 942.23;;;
;08/11/2017; 151.01;512097 739.87;;;
;07/11/2017; 151.09;512325 250.50;;;
;06/11/2017; 151.83;514850 058.25;;;
;03/11/2017; 151.62;514206 106.13;;;
;02/11/2017; 151.19;512781 113.82;;;
;01/11/2017; 151.88;513979 314.31;;;
;31/10/2017; 151.28;511945 611.12;;;
;30/10/2017; 150.77;510229 259.38;;;
;27/10/2017; 150.58;509614 259.01;;;
;26/10/2017; 149.74;506839 382.54;;;
;25/10/2017; 148.15;501449 487.48;;;
;24/10/2017; 148.99;504324 033.43;;;
;23/10/2017; 149.54;506117 847.52;;;
;20/10/2017; 149.30;505341 533.52;;;
;19/10/2017; 148.91;502954 159.03;;;
;18/10/2017; 149.83;506049 438.60;;;
;17/10/2017; 149.40;503470 780.11;;;
;16/10/2017; 149.77;504685 231.35;;;
;13/10/2017; 149.77;504710 547.53;;;
;12/10/2017; 149.33;503307 943.06;;;
;11/10/2017; 149.24;502980 110.04;;;
;10/10/2017; 149.23;501804 684.60;;;
;09/10/2017; 149.25;501867 358.27;;;
;06/10/2017; 148.97;499692 176.76;;;
;05/10/2017; 149.56;501621 446.71;;;
;04/10/2017; 149.30;500704 548.90;;;
;03/10/2017; 149.42;501118 576.33;;;
;02/10/2017; 149.19;500340 576.71;;;
;29/09/2017; 148.45;497826 723.25;;;
;28/09/2017; 147.76;390638 264.56;;;
;27/09/2017; 147.46;388785 567.61;;;
;26/09/2017; 146.86;387184 969.70;;;
;25/09/2017; 146.80;387076 053.66;;;
;22/09/2017; 146.51;386365 073.55;;;
;21/09/2017; 146.38;385997 483.75;;;
;20/09/2017; 146.03;385074 760.66;;;
;19/09/2017; 146.08;385211 808.40;;;
;18/09/2017; 146.01;384999 654.80;;;
;15/09/2017; 145.52;382642 455.39;;;
;14/09/2017; 145.94;382747 635.64;;;
;13/09/2017; 145.76;382360 686.61;;;
;12/09/2017; 145.79;382428 858.02;;;
;11/09/2017; 145.02;370478 755.15;;;
;08/09/2017; 143.53;366662 692.39;;;
;07/09/2017; 143.31;356140 866.68;;;
;06/09/2017; 142.89;355061 307.80;;;
;05/09/2017; 142.80;344922 045.60;;;
;04/09/2017; 142.98;345367 795.29;;;
;01/09/2017; 143.73;347174 929.56;;;
;31/08/2017; 142.86;345125 510.47;;;
;30/08/2017; 141.76;341437 757.74;;;
;29/08/2017; 140.76;339071 484.46;;;
;28/08/2017; 142.25;342629 062.24;;;
;25/08/2017; 142.93;344233 690.88;;;
;24/08/2017; 143.10;344644 492.27;;;
;23/08/2017; 142.84;145349 134.58;;;
;22/08/2017; 143.56;146041 943.73;;;
;21/08/2017; 142.38;144830 070.12;;;
;18/08/2017; 142.95;145385 128.71;;;
;17/08/2017; 143.96;146396 051.39;;;
;16/08/2017; 144.76;147214 896.34;;;
;15/08/2017; 143.76;146218 219.09;;;
;14/08/2017; 143.63;146069 677.25;;;
;11/08/2017; 142.10;144504 972.55;;;
;10/08/2017; 143.59;145989 748.39;;;
;09/08/2017; 144.85;147277 955.88;;;
;08/08/2017; 145.93;145420 492.73;;;
;07/08/2017; 145.69;145190 205.57;;;
;04/08/2017; 145.89;145347 574.13;;;
;03/08/2017; 144.50;143999 194.51;;;
;02/08/2017; 144.33;143770 439.72;;;
;01/08/2017; 144.93;144327 423.89;;;
;31/07/2017; 144.02;143416 510.26;;;
;28/07/2017; 144.20;143606 429.80;;;
;27/07/2017; 145.72;145068 767.93;;;
;26/07/2017; 145.87;145190 310.87;;;
;25/07/2017; 145.13;144445 738.90;;;
;24/07/2017; 144.54;143833 792.86;;;
;21/07/2017; 144.89;143244 802.05;;;
;20/07/2017; 146.38;144708 044.04;;;
;19/07/2017; 146.93;145153 832.65;;;
;18/07/2017; 145.80;144095 438.41;;;
;17/07/2017; 147.44;144559 673.17;;;
;14/07/2017; 147.43;144533 954.50;;;
;13/07/2017; 147.16;144309 073.47;;;
;12/07/2017; 146.68;143872 476.61;;;
;11/07/2017; 144.49;141151 211.07;;;
;10/07/2017; 145.44;142037 750.98;;;
;07/07/2017; 144.89;141491 870.22;;;
;06/07/2017; 144.98;141558 424.48;;;
;05/07/2017; 145.94;142439 923.46;;;
;04/07/2017; 145.65;142198 029.23;;;
;03/07/2017; 146.07;142601 503.11;;;
;30/06/2017; 144.53;141087 576.10;;;
;29/06/2017; 145.02;141581 918.07;;;
;28/06/2017; 146.96;143472 918.34;;;
;27/06/2017; 147.02;143556 572.67;;;
;26/06/2017; 148.18;144664 972.71;;;
;23/06/2017; 147.64;144124 755.10;;;
;22/06/2017; 147.98;144468 437.46;;;
;21/06/2017; 147.95;144442 299.97;;;
;20/06/2017; 148.20;144702 575.93;;;
;19/06/2017; 149.25;145678 965.06;;;
;16/06/2017; 147.97;144429 648.34;;;
;15/06/2017; 147.02;143491 550.95;;;
;14/06/2017; 147.56;144089 010.29;;;
;13/06/2017; 148.00;143422 288.32;;;
;12/06/2017; 147.20;142672 335.20;;;
;09/06/2017; 148.59;143980 491.08;;;
;08/06/2017; 148.12;143457 064.54;;;
;07/06/2017; 148.07;143421 979.94;;;
;06/06/2017; 148.16;143538 270.63;;;
;05/06/2017; 149.15;144467 267.09;;;
;02/06/2017; 149.31;144659 869.74;;;
;01/06/2017; 148.96;144298 607.98;;;
;31/05/2017; 148.28;143637 857.84;;;
;30/05/2017; 148.42;143773 996.74;;;
;29/05/2017; 148.65;143999 046.52;;;
;26/05/2017; 148.66;144032 095.30;;;
;25/05/2017; 148.95;144263 588.32;;;
;24/05/2017; 149.02;144322 975.00;;;
;23/05/2017; 148.87;144180 550.45;;;
;22/05/2017; 148.51;143842 935.35;;;
;19/05/2017; 148.57;143863 011.75;;;
;18/05/2017; 147.69;142979 172.04;;;
;17/05/2017; 148.34;143633 353.50;;;
;16/05/2017; 150.13;145359 821.57;;;
;15/05/2017; 150.06;145241 289.68;;;
;12/05/2017; 149.84;145007 386.46;;;
;11/05/2017; 149.33;144487 300.49;;;
;10/05/2017; 149.97;145084 356.11;;;
;09/05/2017; 149.69;144824 721.65;;;
;08/05/2017; 148.99;142927 474.64;;;
;05/05/2017; 149.11;143047 544.85;;;
;04/05/2017; 148.07;142045 433.36;;;
;03/05/2017; 146.99;140990 844.56;;;
;02/05/2017; 147.03;121118 659.44;;;
;28/04/2017; 146.01;120275 520.23;;;
;27/04/2017; 146.22;120450 868.39;;;
;26/04/2017; 146.47;120657 343.79;;;
;25/04/2017; 145.78;120083 038.36;;;
;24/04/2017; 145.43;119795 432.30;;;
;21/04/2017; 142.39;117291 306.81;;;
;20/04/2017; 142.35;117260 905.16;;;
;19/04/2017; 142.03;116991 678.60;;;
;18/04/2017; 141.63;116668 585.50;;;
;13/04/2017; 143.19;117945 872.17;;;
;12/04/2017; 143.64;118320 102.33;;;
;11/04/2017; 143.37;117994 640.74;;;
;10/04/2017; 143.39;118010 324.37;;;
;07/04/2017; 143.31;117949 105.42;;;
;06/04/2017; 143.11;117782 133.26;;;
;05/04/2017; 142.77;117504 279.71;;;
;04/04/2017; 142.72;117460 090.96;;;
;03/04/2017; 142.44;117230 471.32;;;
;31/03/2017; 143.11;117784 808.47;;;
;30/03/2017; 142.81;117533 129.15;;;
;29/03/2017; 141.99;116857 235.34;;;
;28/03/2017; 141.51;116463 827.49;;;
;27/03/2017; 140.64;115748 978.38;;;
;24/03/2017; 141.19;116202 893.47;;;
;23/03/2017; 141.44;116402 980.61;;;
;22/03/2017; 140.23;115412 439.70;;;
;21/03/2017; 140.85;115918 116.22;;;
;20/03/2017; 141.60;116539 116.14;;;
;17/03/2017; 141.81;116712 187.83;;;
;16/03/2017; 141.56;116501 924.05;;;
;15/03/2017; 140.46;112439 814.52;;;
;14/03/2017; 139.85;110885 965.97;;;
;13/03/2017; 140.30;111236 284.96;;;
;10/03/2017; 139.77;110819 134.45;;;
;09/03/2017; 139.64;110716 706.96;;;
;08/03/2017; 139.50;110602 621.63;;;
;07/03/2017; 139.38;110510 804.41;;;
;06/03/2017; 139.76;110808 007.84;;;
;03/03/2017; 140.49;111389 883.61;;;
;02/03/2017; 140.63;111501 817.84;;;
;01/03/2017; 140.56;111447 450.13;;;
;28/02/2017; 138.52;109826 444.85;;;
;27/02/2017; 138.25;109614 304.55;;;
;24/02/2017; 138.44;109763 267.93;;;
;23/02/2017; 139.49;110594 652.13;;;
;22/02/2017; 139.55;110642 369.52;;;
;21/02/2017; 139.55;110642 388.12;;;
;20/02/2017; 138.67;109942 043.25;;;
;17/02/2017; 138.36;109701 260.29;;;
;16/02/2017; 138.31;109657 649.65;;;
;15/02/2017; 138.72;109978 939.10;;;
;14/02/2017; 138.23;109594 459.90;;;
;13/02/2017; 138.21;109575 485.92;;;
;10/02/2017; 137.18;108764 504.23;;;
;09/02/2017; 136.96;108589 551.79;;;
;08/02/2017; 135.88;107728 284.97;;;
;07/02/2017; 135.43;107373 113.42;;;
;06/02/2017; 135.01;106043 146.43;;;
;03/02/2017; 135.92;106760 881.11;;;
;02/02/2017; 135.13;106140 973.86;;;
;01/02/2017; 135.56;106475 673.44;;;
;31/01/2017; 134.41;105572 348.96;;;
;30/01/2017; 135.31;104931 012.98;;;
;27/01/2017; 136.73;106029 293.63;;;
;26/01/2017; 137.15;106353 258.53;;;
;25/01/2017; 136.82;106096 936.26;;;
;24/01/2017; 135.07;104740 457.39;;;
;23/01/2017; 134.73;104478 783.12;;;
;20/01/2017; 135.31;104929 115.63;;;
;19/01/2017; 135.41;105004 727.00;;;
;18/01/2017; 135.48;105060 496.54;;;
;17/01/2017; 135.24;104870 658.10;;;
